444328496102658048	es
447465426810044416	es
449909048260198400	es
439852608170512384	pt
442379796518297600	en
445692738210889728	en
446719379523530752	es
449107554267041792	es
446566415387344896	ca
448549302135422976	es
449156814668836864	und
447023022030192640	es
440558967127699456	und
445267276414337025	ca
448566179058438145	es
448494927102889984	es
445245428465152000	ca
444949210723807232	pt
448903680990121985	eu+es
442510429903126528	es
447150269147914240	gl
440236923559624705	gl
448388198356770816	es
442571125089124352	es
442722121022570496	pt
444813892431384576	pt
447878245221138432	es
446379641549651969	en
443501542898151424	es
440661032479256576	en
450231394971942913	es
446748614904520704	ca
445194802234408960	es
440537710349271040	pt
443846199117090817	ca
449867562227359744	und
440828280279945216	pt
441705368440545280	en
441341547171561472	en
442754992932663296	en
444870319271321601	pt
447737991692562432	es
440654720307195904	es
442229486512508928	es
447844817427775488	es
442714989800194048	es
447406967766913024	es
439770704587026432	es
439551038488850434	en
448048991876689920	pt
441693252132302848	gl+es
446052584584138753	es
446701340375650305	es
441169087880650752	es
442735178130411520	es
440605438510649344	ca
444035396234903552	en
440284319748063232	pt
448935520153137152	es
447149403300982785	eu
440194322278150144	es
447850798366871552	ca
443827931761360896	ca
440621636656828417	es
448746591344934912	ca
441275392390074369	es
439793773376458753	es
443503880329265153	es
445678000752050177	eu
444236529007726592	und
450366011276283905	es
449288212620800000	gl
442050448317775872	pt
442628762891743232	es
445328811354509312	es
441982852125970432	ca+es
444901874328940544	ca
440691866108194816	es
450612090009845760	es+eu
449593282851790848	es
447659591023984641	ca+es
449826026202607616	ca
439726309103898624	es
441019341178699776	pt
448895120952524801	es
449162012686565377	ca
442710072075235328	ca
445814506481278976	es
449942724146634752	pt+es
443151290789806080	pt+es
441563143136108544	en
440229927477346306	gl
442790891867361280	gl
449625474776698881	gl
446405086399692800	und
444551329487552512	es
443427486723219457	es
441158478179344384	es
441229551990222849	ca
440189126852509697	und
445619964419244033	es
441223888261767168	pt
447486770431930368	es
450000682175954944	und
441341170225278977	pt
441514805787385856	es
450379761819607040	ca
441948793924489216	eu
440669837451595776	und
448001044896043008	ca
442322198628667393	en
445507544887615488	es
442719778944589824	pt
440577948794372097	es
450497389380788224	en
442438548231585793	es
444067240456257537	pt
440615039200792576	gl
448194199851372544	es
442772041729851392	pt
446761132653809664	es
443105169971355648	es
446310650915328000	und
443865016258002944	es+ca
439723376354287616	ca
442109967248949249	es
447010731599613952	es
445679700405661696	es
443845845893799936	es
441600776683937793	ca
450714065674186752	gl
447892579083091969	es
450719238286999552	es
447822548097859585	es
445557904998141952	ca
447648080809447424	ca
440951854181412864	es
442359376184373248	ca
439560252795920384	pt
447402025727565824	en
441062405435817984	en
440770885776338945	es
447046197707288576	es
442072245574586368	es
449310698536194048	es
446206239702548480	es
443365982212743168	en
440916240673288192	es
446753151371055104	es
443787306408116224	es
444227563347775488	en+es
441597454128254976	es
442266147183157248	ca
449881230801379329	ca
447366120664993792	en
442652245772238849	es
450245178721193984	ca
444752861680128000	en
443282362215190528	und
440260517090062336	und
448731067189854208	en
441277497762934786	es
446017363180527616	en
447845004321763329	es
445181014080749568	es
440677812845162496	ca
444887656204632064	und
445967936969531392	es
439910564010418176	en
450724199708237825	es
441266649833148416	es
445635806863327232	other
447365563132940288	ca
442220057910050816	und
443273240320815106	es
440150351573180416	pt
445860848415031296	gl+es
449632021409988608	und+es
444249115053268992	eu
442242586582208512	und
441481337091149824	es
444808428071170048	gl
441614156790501376	es
442346086225965056	es
443766067383795712	es
441883975444070401	pt
440964892284055552	es
446306579676413953	es
440288854046564353	pt
440289974039363584	en
442041048358207489	es
446898076155150337	es
448186671654510592	ca
447317376850092033	und
447406392576864256	en
447991473892782080	ca
447878959687290880	ca
442436664322179072	gl
443884598976864258	es
450701718322692097	ca
440963175291183106	es
449694346506690560	es
449857472422219776	es
443808804963373056	es
439799053006938115	ca
440392795178954752	und
439788244595933184	es
443733059704467456	pt
442345254910713857	en
443880784395763712	gl
440604706335752192	pt
442601917009895424	pt
444923828826042371	es
443347618803236864	es
443121240556204033	es
440613566597459968	pt
446725293404065794	en
443647200342863872	es
450318209582129152	es
446436854469234689	es
441334350790275072	ca
440103211643715584	en
442303383236800512	gl
446715473569521664	und
444962834083217409	es
445809340222799872	en
441668665755578368	pt
439536924123234305	pt
442935000791801857	es
450591455799959553	es
447484215475838976	ca
443484893449039873	ca
450384052634550272	es
441308217293799426	pt
440872108055605248	es
449238460445257728	pt
442754457676566530	es
443089513808928768	pt
440142326292578304	und
442924738198126592	pt
447425662832623617	es
440846334737018880	und
444780429019983872	en
446179791126151168	gl
442083101041504256	und
447711769788944384	ca
440578346347274240	und
444458911060729856	pt
440461187625795584	en
444194070391709697	pt
440988718829031424	es
445154767636275200	ca
445103458216316929	es
443855505459789824	es
443843645910028289	ca
