441538776469635072	und
444228526934609920	gl
449103038406746112	eu+es
446294021145903104	other
450221745463910401	ca
450736620548161536	eu+es
442453978170019840	es
448430436310847489	es
445270786929340416	eu
443134793019318272	en
444548888645869568	es
440382694267314176	eu+es
445263605752410112	ca+es+gl
440567638260191232	gl+es
444220558625218560	ca+es
439515298136604673	es
445992098320637955	es
443440066401402880	en+es+ca
440196283941531648	es
448906478943211521	es
448156190569422848	es
443052196889128960	es
441004577911885824	gl
450677379477012480	es
440164104020312065	es
439883878724300800	en+es
449990187553398784	es
441501014806769664	pt+gl
450046612652695552	en
448035025997807616	en+gl+ca
442243825583796224	gl
443000821211738112	en+es
441541633809854464	es
441697160657403904	es
439875318539878401	es
440104660091670528	eu+gl
450377543536091136	es
450267225677901824	ca
447365563132940288	ca
442260775064047616	es
440590754868908032	gl+pt
446053813695561728	en+gl
440507257491423233	en+pt
448777457618141185	es
439871235431071744	es
440351470287093760	es
446744959497297920	gl
441283401182892032	es
447381966506442753	gl
450741722717626370	es
443759647238135808	en+pt
444589790328287232	pt
447009957670838272	pt
442069848202678272	ca
444622904786157569	es
444928282820354049	es
447680899782832129	en
448149031748124672	gl
440606672957239296	es
449670411362766848	en
450352935470649344	es
446396549132984321	ca
448000674555756544	es
443077639780442112	es
447331766995812352	es
439867278801526785	gl+ca
446436063821975552	pt
445641829820952577	pt
440619979470143488	es
441347040883515392	es
449275441325809664	gl
444812773504323585	es
442595890306777088	en+gl+ca
445018903551696896	gl
446817531123490816	gl
444460950843035649	ca
444544510656516096	en+es
450628471279341568	gl
440452416304328704	en
440820466526482433	es
444132060949909504	es
439787174213730304	eu+es
448574792422420482	gl
447801291402919936	und
448189664995049473	es
442957177331126272	other
443836051434770432	ca
439537490928861184	ca+es
440151506684489728	es
440912613065506816	en+es
450730756370071552	gl
448914879639224320	es
449872859499073536	pt
442680772135489536	pt
444246921461657600	es
442299732913045504	es
448917616481275906	es
443739151838752768	gl+en
443872243559702528	es
448609324810924032	es
447479758302220289	gl
440470825838211072	es
442926948030111744	ca
444424822404423681	ca+gl
446195886234685440	ca
447307380016308224	es
446171345450450946	en+pt+gl
439460634212970496	en+ca
443773480111460352	es
440266278998380544	es
448440697381994496	en
440101725655945216	en+es
439490952944963584	es
446986332964134913	ca
440933832229793792	en+es
444079596095692800	ca+es
445454474761736192	gl+ca
449962162757595136	es
449148064859967488	gl+pt
442715726470979584	en+pt+gl+ca
443055861750333440	ca+pt
449275075813191680	es
450735131742179328	es
444357845216419840	es
449227671869063169	en
443028440959447040	pt
440479273082953728	en+gl
442250061368795137	pt
446680140236750850	pt
440658002711154688	ca
448219940794167296	und
447334287113977856	gl+es
450263371615830016	en
447665383949205504	gl
443815960857030656	other
448874002879352832	ca
443796560787558400	es
442765871573118976	es
448256391099461633	es
448910548076597248	es
447703775382618112	es
443808721811300352	pt
447875129700519936	es
445586501154664448	ca
442213667032289281	pt+eu
442758418169077761	en+ca
449648109489254400	en
445188155898347521	es
441942871995068416	es
441362606247669761	en+es+eu+pt
446391234106781697	en
445322353539821568	en+pt
450749768755855360	en+ca
445226278128726016	es
440868612816261120	en+es
444830057836855296	es
443125859994861568	gl
442769720904003584	gl+es
445705220988096514	es
447843352168660992	und
449267010514726913	es
447142496557334528	pt+es
446601601138958336	es
442806337115004928	en+es+eu
450710634121142272	ca
450028862412697603	gl+ca
444256943449055232	es
440112784257601537	es
444801030229098496	en
442229790435987457	en+eu
449614163976126465	en+es+pt
448160770518712321	ca
443679982964183041	pt+es
447852231938031616	en+es
447868287628890113	und
442743895383085057	eu
441618066963984384	es
447108997112688640	es
446339341041041408	es
441326693132021760	pt
442619464388186113	gl
443437246159806464	gl+pt
450579682099216384	gl
450739953220476928	pt+ca
449469484391473152	es
448708512408158208	es
444921072128114689	es
446658467403952128	en+es
442032869628968960	en+es+gl
443531028800757760	gl+pt
448182426737844224	en+pt+es
439991199475056640	en+es+pt
442982432812576768	es
449818194468175872	en
445140541354029056	eu
439815655395565568	en+es+gl
441534063980314624	gl
448034562623676416	und
445305732620357632	gl
444955679179411457	eu
445116192081330176	es
443147345472270336	ca
440160130022510592	es
447476335989227521	en
446394054650384384	ca+pt
449537552421486592	es
440052533269385216	es
444967295245615104	und
449897678131175424	eu+es
450227250924105728	en+pt
441677209955475456	pt+ca
441341324072349697	ca+es
442795470868717569	pt
449983147485462529	es
443119726232080385	pt+gl+ca
447775674334711808	ca
440153870119878656	pt+es
440151450812170240	gl
446740810210758658	pt+es+gl
441717181748105216	es
442480754212085760	en
442344490473644032	gl+ca
442074996706664448	es+gl
444942495823458304	es
448851961119797248	es
442345254910713857	ca+es
442747079975522304	eu+gl
441376872006701056	es
443846667562131456	ca
449144845115088896	en+es
443099258741620737	pt+es
445964736317108224	gl
443015784093466624	es
449140163722358785	es
446646198787911680	ca
442848764932677633	pt
447209148384436224	en+es
449084982284529664	es
442381562165067776	ca
449549557765267457	ca+es+pt
447648080809447424	es
444219655570608128	pt+ca
441692244786307072	pt
443356581754064897	ca
