445305189323784193	es
442743895383085057	ca
441512221244661760	es
448181138667077632	es
447855168529641472	ca
444211749148196865	es
445002154865356800	es
442363735832010752	es
443884741402849280	pt
448471588179312640	es
448908370490425344	es
443532686901403648	en
442658498095370240	und
443876819708952576	gl
443347618803236864	pt
443884444358045696	pt
444226589078069248	eu
450211098432913408	ca
441481337091149824	es
446367976993083392	es
450344012193341441	es
449308407267598336	es
439715795426611200	pt
447827467211137024	es
445337610807156736	es
447486770431930368	es
448854975259885569	es
443851940481744896	gl
450629281518223360	en
439714893332508672	es
442753465920815105	es
448446976942956544	ca
440986402574962689	gl
447532843942838272	ca
447876164867334144	es
450094706685665280	es
448976930919157760	es
447859499802849280	es
443329947105775616	es
442992688921853952	eu
442240492949237760	gl
441404551472898048	pt
447754925490323456	es
444238091197628416	es
450278626966376448	ca
440946277648711680	ca
447832276840501249	es
443992441709154304	es
448945584825978880	eu
440153326483963904	pt
447221043795869696	es
444441529965621248	pt
443507715932180480	und
448583319492775936	es
444200760742776832	pt
448522121086775297	es
442470817939877888	es
447218845275922432	es
440165329176911872	ca
442604242961174528	es
449153989238849536	es
449191050838802432	es
444236529007726592	es
446716637878947841	es
448907208819224576	es
440642210615554048	es
448932547113009152	es
447017368146182144	es
444229860714905600	gl
442616381591552000	es
444220558625218560	es
448086896665964544	es
442683699227017216	es
443357350628704256	ca
440970204810457089	es
447137705672335360	es
443822898445578240	pt
448951812885073920	es
450017441205473281	und
442394635881955328	en
448223177467256832	es
439734193401397248	eu
442041017479745536	ca
446740810210758658	en
444245634158432256	es
442288344417189888	es
440835953859784704	pt
446729164973154304	es
444260191878782976	pt
443533679055601665	es
441334350790275072	es
450753071686377472	es
449953919436095489	es
441340360477126656	en
447346360149622784	es
447352674187743232	es
440773680051007488	pt
444220317016543233	es
440519948457095168	es
441210018986086403	en
440594914804383744	pt
440430634159591424	es
442621675327483904	en
450167544201355264	es
447729830294220800	es
442725945037033472	pt
446773315735408641	es
439709238886400000	pt
440151996805689344	es
448203714156036096	es
444466826337345536	es
447397929566101504	es
443734607432003584	es
444819512211542016	es
446685221531156480	es
448471040898129920	en
444173543920918530	pt
447351698844311552	ca
443152151792332800	pt
444841018832089088	pt
448560317912858624	es
450368363290959872	es
447095710111240192	es
441567759315763200	es
446772087483805696	es
445446677596741632	es
440745730576494592	ca
440917417355931649	es
442791270423875585	es
443101518980726784	es
447049334073602048	es
449791332098523136	es
447134607658737664	es
440175200819490816	pt
442930857184342016	es
440245855497760769	es
442635814817005568	es
442636724095959040	ca
444830652857610242	es
440207131867119617	es
439481036905668608	pt
449993746311311360	es
442683473997070337	es
446765355395207169	es
443059412409008128	es
442307177639055360	ca
449190314126094336	en
446284239701835776	es
446667764598861825	es
439418015537709057	es
442401343559725056	en
448861514389540864	es
441260766922960898	es
440464642234925056	es
447338923921268736	es
441021614147112960	es
443133832725008384	es
440078997847035904	es
441689002471878656	es
441346531925692416	es
449632021409988608	es
442427943168786432	es
447528219651375104	eu
442835900247322625	pt
446000769998028803	es
448039890031480832	ca
449270599291256832	es
441267171931324416	es
445238977562693632	es
441372363683536896	es
450243384889057280	ca
442802551659175937	es
444969617392685056	es
442440673581858816	es
439519644236652544	es
442786062587682817	es
440269574739853312	es
439611048606564352	en
444556092681760768	es
441460611462221824	es
444835877005819904	pt
445654957044543488	und
447891184044998656	es
449169514794860544	es
446038028310810624	es
447685716928385024	es
448972793976471552	es
440592690418548736	es
441853216347914240	es
440875191905026048	es
440973298822680576	es
442414097007935488	pt
448596660210659328	es
440823493924360192	es
442595073017266176	es
443655931575164928	es
445267790921211904	es
440280819585003520	es
445642478583312386	ca
441306771383402496	pt
447005336906780673	es
440264209658814464	es
443113910745718784	es
447850843279478786	es
442978268065853440	pt
447826187151474688	es
444458450937212928	es
446547934919004160	es
450752523704750080	es
444461469674242048	pt
446719355578228737	en
450317335266861057	es
450263164014567425	en
449241388992180224	ca
446495286978830336	es
444230854760759297	es
440209406962434048	es
447352986369806336	es
447685487336374273	es
442424958753710080	pt
447279741490696192	other
445972906074730496	es
440275073665359873	es
449876048172556288	en
449303119961522176	es
441324014125215744	pt
439803817732091904	es
443320341885353984	es
445126575563235328	ca
442613811741466624	ca
439507713610231810	es
445887708922396672	es
443439223254044672	es
442413338283487233	es
442452458032619520	es
446379085452042240	es
441270907135606784	pt
445192703194976256	ca
441840265578688512	es
443060038383702016	es
445663847849160704	es
448215377856978945	es
450257497061072896	ca
448939510874005504	es
442445427603165185	es
445263605752410112	es
448585746547765249	es
440152165626028032	es
446040437527437313	es
439790740198416385	es
440866628650029056	pt
440874817198497792	pt
448210443547734016	es
447855254118203392	es
441510934633545728	ca
448213513178472450	es
449293767259201536	gl
440837607803465728	es
448961693750939648	es
447058258080309248	en
439909934365683712	en
440567945778200576	es
445681466497044480	es
443356718404468736	pt
443490834538045440	en
440828707029016577	pt
444901046360764416	es
450050268533899264	es
444963415120154624	en
442630189336776704	es
439782811797848065	en
440951055841771520	es
441474001471557633	es
442425083693645824	es
440211282021851136	en
448185980856827904	es
443856534632923136	es
447050322507489280	gl
440708851864989696	pt
443098510905577472	es
443863604375609345	pt
450013803422707713	es
444101210061426688	es
446668633700577280	en
441586895882301440	es
440659191561461761	pt
440761735155560448	ca
441761306421768192	es
447051636222222336	es
449532339698548737	en
440261517330882560	es
450594809833857024	es
443393343830372352	en
443503168304197632	es
446590969056874496	es
440076707484426240	es
444892202653990912	ca
444759471408291840	es
442683884049027072	es
441587030959878144	es
442330044325974016	es
449582628992450560	es
441190207715414016	en
448388198356770816	es
441677209955475456	es
440638745189298176	es
445957465453371392	ca
440636092245868544	ca
442303014758797312	es
446408093585661953	es
449249325009604608	eu
439945971234267136	es
443868291916763137	pt
444488412725518336	es
449271587947417601	es
448177258600353792	es
447727539889664000	es
444412249147715584	pt
450682408745328640	es
447824207750377472	es
442438151655940096	ca
439808273756459008	ca
447697690278002690	ca
440073260307582978	es
445603533367541761	es
440195087696277504	pt
441627774982553600	es
450390827299520514	es
439954825665462272	es
450010917947064321	es
441004048280743936	es
444488501300838400	es
445612791052124160	es
440058906904367104	pt
446634283663630336	es
441006038859653120	eu
443408429315805186	pt
441538084317171712	ca
444917244066529282	pt
448210336005754880	es
450312374097293312	es
447683785220710400	es
449093462756163584	ca
443067597509373952	pt
447768193013407744	es
449951918019059712	en
441683789803433984	es
440168545717350400	es
440792143024885760	en
448598004933861376	es
444587433108455424	es
440800924295233536	eu
449328359391379456	es
446035568246685696	es
446586058919378944	es
439686796533055488	es
