450060741069250561	other
449313244717793280	en
439741159955791872	und
442738563550310400	und
446027504315535360	gl+es
441307241325821952	gl
442129744898052096	es
441845654273683456	es
441327979537240064	gl
448964699347247104	other
440863864197242881	gl+pt
448844751882960896	es
441335384425762816	ca
440270076181487618	gl
439517458861686784	es
445981533900652544	pt+es
442356015838007296	en+pt
448141366250729473	eu
444488208811053056	ca
440966725576556544	es
446324988262744065	ca
444900239473127424	es
446440571956387841	gl
449200597418672128	ca+gl
448543084973154304	pt+es
440835059302813697	en
447061879664693248	pt+gl
441234201900507136	es
447843216159948800	ca
443438214888820737	other
440436105952108544	eu+ca
447831138292490240	en
442575844549349376	gl
444629008874217472	en+es+pt
444231840493473792	ca
450381902491713536	en
444777043717550080	es
440123643025453056	gl
443548790939983873	es
440889892038402049	en
448475767228612608	ca+es
442771508717715457	eu
440217227913330688	gl
441971780581093376	en
444085687927975936	es
450744677298634752	gl
442064055994703872	en+es+ca
440203910159286272	ca
441679314762084352	es
442344949364056064	gl
450401124454248448	en
445563333899722752	gl+ca
441906076989288449	en
450388581266513920	es
441532404726255616	en+es+ca
440205635259342848	en+es+ca
442478865378992128	es
447820416397348864	ca
442417681342664704	es
446654255513227264	es
447341029835157505	eu
450385339962892289	pt
441668610030063616	ca
440189707692285952	en
440261055948681216	gl
441619986659176448	es
443139329809190912	es
443702673171562496	en+es
439559946301366272	es
447402025727565824	es
446761239239479296	es
439848431214161920	es
450684046696513536	es
447778582665129984	pt+es+ca
448858706793746432	gl+es+eu
447855328290693120	en+es+pt
446676318164619264	en
444218064918577152	en+gl
447240799060000768	es
443516740367286272	gl+es
445582799438090241	pt+gl
443105895766310912	es
448228133872082944	ca+es
446317321142157314	und
446738403686903808	en
447839831360802816	en+es
440620648600457216	und
445277143397052416	es
442678166545768448	es
447296614055825408	es
448854975259885569	en+pt+gl
441693379223912448	en
440589888275378176	es
448826716019261440	es
440092286186442752	ca
446276713178464256	es
446536428743585792	eu
448957248317165569	es
442773366907629569	gl
443345400314200064	ca
441712003187744768	gl
450054858432077824	es
441884897700237312	pt+es+gl
449164705270362112	es
439520703696883713	es
441189928639401985	gl+es
442648475671752704	gl
447441999248248832	ca+pt
441957337713377281	ca
441686674507321344	ca+es
448602686825701377	es
447476190585311233	ca+pt
441356921694470144	ca
443532003003359232	gl+es+ca+pt
441237053469380608	en+gl
439628319529926658	es
442708816204144640	es
447861150420848640	en+gl
441522762990223360	und
449311458770571266	en+es
448829155560656896	ca
440537749570203648	es
444851189503778816	es
439421104286081025	es
442290595114266624	en+es+eu
440501567238979584	es
443655931575164928	pt
441979659606319104	gl+es+eu+en
446354213845491712	ca
448054569084653568	en+es
443850681724968960	en
439478573897117696	es
449691649879580673	ca
447476655255461888	pt+es+gl+eu
443805462853853184	es
447850512181116928	pt
440849973937442816	pt+es
448828287612354560	es
441331369843884032	ca
449257963493289984	ca+es
442055303430156288	gl
448488489081131008	ca+es
450040459378053120	eu+es+gl
447275670792859648	en+es
450752659663126528	en+ca
445337027987640321	ca
444613976174104576	en
440870362314993664	es
445442747072528384	ca
444219704740438017	es
444972783106551808	pt+es+gl
450551845074010112	ca
440818081188036608	en+pt
443421266654298113	pt
439397521421774848	ca
444824092014018560	ca
446295143084457986	en
442308682995752960	es
442802551659175937	pt+ca
444069342901448704	gl
439895744909414401	pt+es+gl+ca
446408093585661953	en
442346866219692032	gl
447001668811767808	es
441008720584409089	es
439711545845878784	en
449907639150182400	es
440847202463023104	gl
446012294338977792	gl
444167306307190785	es
440606963626278912	es
449615553645522944	es
441119741923844096	es
447677878659190784	ca
444555133792567296	es
447706399645392896	en
448922426156400640	en+es
441655401357246466	en
448936678670213121	und
442447093647818752	other
439607529170280448	es
443411177247608832	es
440167155355906048	es
447129051812331520	en+pt
447708608663662592	es
442800053368139776	ca
444945760032133120	en
441706351707062272	es
450058601521221632	gl+pt
447852540940779521	en
448819594841825280	en+ca+gl
447326767922307072	eu+es
447462429929512960	ca+gl
440909895790247936	en+es
449313350665912320	en+es
443869925124632576	pt
445966739822874624	en
448157919000141824	und
445084212170067968	eu+en+gl
445932421624905728	en+es
440535399266807808	es
439965081129193472	es
442643202659872768	ca+gl
439739477985349632	other
440591527661031424	en+gl
441239406364487680	es
440894439473811456	es
445284483433267200	en
444832405661437952	gl
441214441007644672	es
442338051084521474	en+ca+pt+eu
441110188310155264	ca+es
450258440808849408	es
444225284796329986	eu+es
441671523339104256	es
442013028884942848	es
447447239007694848	pt+es+gl
440273254830182400	es
442733529315934208	pt
443163386428542976	ca
442621234015387648	es
442705999003389953	es
444229860714905600	en+pt+gl+ca
440821801736609792	pt
444582230451834880	gl
447525584013631488	en+pt
446035999861522433	pt+gl
440963855800229890	en
447777983676559360	gl+es
441316573350232064	es
446081535691997185	en+es
449661726678867968	pt
442349059865841664	gl
441707927964233728	es
449946984708075521	es
449306820633698304	en+pt
439875274969448448	gl
442927724370604032	ca
446744390208606208	ca
444918076879163393	gl
440427076030836736	other
446176202441887744	es
444351611931209728	es
442406799795580928	es
443340519733993472	en+ca
441486849757151232	gl
442316584561172480	pt+es
447003657989808128	pt
443010166439821312	pt
446035144840056833	es
442755119923605505	und
444171658375729152	ca
448227021429411840	gl+es
440939067174174720	en
448209733619838976	es
447837400484814848	es
446781701210259456	ca
439487203803402242	pt
449865003144069120	es
440789693597515776	es
441280168804777984	pt
441569301674618880	es
439577257435463680	gl+es
439823210914537472	pt
442115229141708801	en+pt
441594192247406592	es
448242434426671104	es
450034008744034304	es
446696993361248256	es
439703611434860544	en
448415802765885441	ca
446261541810499584	ca
447853324793294849	ca
450186524005765120	ca
447499444674908160	other
444116837002141696	es
444551931349200896	es
447916564265054208	es
449350622585028609	es
441326859520049152	other
447400529078288384	ca
444101210061426688	es
440922728867299328	en+ca+pt
443303568398102528	es
446639713622171649	en+es+pt+gl
450545445975359488	es
450553640856879104	other
442018803338477568	es
440694300754464768	pt+es
442413462132891648	es
450751203799203840	en+ca
442619479219273728	en+es+gl
443721680591290368	pt+gl
444111610677055488	ca
442613811741466624	en+es
440585613146722304	es
442776946473435136	ca
448591079630438401	es
440470264929718272	gl+es
444902128046604288	pt
441602751676837888	ca
441675146949300224	es
449678246876311552	es
444244372968996866	es
447854735912366080	ca
449670673032826880	en
439758330832355328	es
444167743093637122	en
449838123313528832	ca
450540683527737344	gl+es
440835953859784704	es
442796095295729664	en
449239947439247360	es
445680218356084737	gl
444650579990949888	es
447388676474273792	en+eu
446702635748687873	ca
447752148294852608	ca+pt+gl
442750149002268673	other
450720899248185344	es+ca+gl+pt
442428109632339968	en
440101073689518081	es
442072632889208832	es
440763189719232512	en+es
449768976080699392	es
448841021401862144	ca+gl
445322971402760193	es
447100178936651776	es
442309279132155904	ca+es+gl
440850636931080192	es
441905626076434432	es
450202401455505408	gl
447527485153247232	en
445100980418646018	ca
443434769364574208	en
442308716957024257	pt
448906438426263552	en
450023721282310144	es
444200760742776832	en+es
447008141629489152	pt
439969544841744385	en+es+gl
441335101839138816	und
449661632021811201	gl
441537894327779329	es
447780821643304960	es
440646013314142208	es
449093462756163584	es
448859713103728640	ca
439742950864859136	es
445243600767811584	en
439852349935611904	pt+es
444799453145600000	gl
445874953913925632	es
441302466421088256	en
448375273613164544	es
442759812376698880	es
449185260082036736	es
443162044922335234	es
449314570478567424	en
448549265825345536	es
448851328832647168	ca
444965653678931968	es
442604242961174528	gl
443057727154429952	es
449920143259631616	en+es
440477646414430208	ca+gl
444044672693194752	es
447003879918809088	pt
442672501353881600	gl+es
445170172270489600	ca
440153724690767872	en+es+gl
450034232648564736	eu
446748299060854784	en
442019067348914177	es
443395077478830081	pt
440127177959682048	en
447450234562809856	en
448533634799378432	es
447491921829953536	es
449703036265701376	ca
444790322204536832	es
441233864934313984	es
